Filename,totalTime,dateTimeBegin,dateTimeEnd,throughput,freedMemoryPerMin,avgPauseInterval,avgPause,maxPause,avgFullGCPause,avgPromotion,avgfootprintAfterGC,fullGCPause,fullGCPauseCount,fullGCPausePc,avgGCPause,avgGCPauseσ,gcPause,gcPausePc,avgFreedMemoryByGC,avgFreedMemoryByGCσ,accumPause,footprint,avgPromotionσ,totalPromotion,avgfootprintAfterFullGC,avgfootprintAfterFullGCσ,avgfootprintAfterFullGCisSig,freedMemoryByFullGC,freedMemoryByFullGCpc,avgFreedMemoryByFullGC,avgFreedMemoryByFullGCσ,avgFreedMemoryByFullGCisSig,slopeAfterFullGC,avgRelativePostFullGCInc,avgfootprintAfterGCσ,avgfootprintAfterGCisSig,slopeAfterGC,avgRelativePostGCInc,freedMemoryByGC,freedMemoryByGCpc,avgFreedMemoryByGCisSig,freedMemory,avgPauseIntervalσ,avgPauseIsSig,avgPauseσ,minPause,avgGCPauseIsSig,avgFullGCPauseIsSig,avgFullGCPauseσ
gc.log.backup.2014-04-07.16-35-20.ssci-kiosk-B6_t1_Test1.log.report.txt,913544,,,100,,1654.97131,0.02074,0.3743,0.29465,1708.736,206.574,0.88,3,7.7,0.01925,0.00502,10.59,92.3,143.042,9621.625,11.47,502,743.802,917.778,84.503,1293.235,true,795.521,1.0,265.174,2330.955,true,-47,-300544,79.355,false,40.962,1660.895,78673.207,99.0,true,79468.728,20043.80513,false,0.02132,0.0055,false,true,0.07301
